stocksymbol,time,quantity,price
s50785,284,6149,222
s69449,285,7815,467
s19206,286,7187,83
s50079,287,9486,127
s36677,288,6306,131
s48948,289,9875,348
s13776,290,4953,388
s26246,291,6415,268
s36360,292,5895,451
s29700,293,2127,324
s68610,294,6824,316
s44743,295,6965,456
s27123,296,440,409
s54107,297,8813,370
s54267,298,7309,158
s5045,299,8851,295
s49689,300,1001,122
s42442,301,6887,362
s53780,302,6862,268
s225,303,6915,413
s9314,304,7409,199
s31918,305,1122,229
s38294,306,992,314
s22995,307,2414,216
s60069,308,7496,181
s41643,309,6731,474
s42906,310,1376,141
s19394,311,9404,171
s59738,312,3909,220
s57901,313,9720,229
s23465,314,2580,260
s21639,315,8901,330
s11261,316,2347,239
s3491,317,2950,323
s13955,318,4280,277
s17572,319,8358,255
s38440,320,1267,207
s65569,321,7555,80
s31772,322,162,471
s8573,323,6642,73
s69494,324,8587,236
s33671,325,4432,289
s58503,326,3210,453
s24079,327,1207,78
s18934,328,1805,489
s36395,329,3736,238
s26843,330,5185,119
s20996,331,1149,496
s10869,332,4136,177
s40404,333,6782,461
s46633,334,1575,66
s52165,335,1838,69
s67293,336,613,496
s58490,337,2831,397
s69753,338,2766,244
s27826,339,655,56
s9808,340,1374,269
s28632,341,7273,426
s68621,342,7502,214
s53377,343,3153,87
s5942,344,6189,330
s11151,345,2233,406
s39242,346,7671,294
s34768,347,1875,207
s41261,348,6356,412
s14097,349,1768,243
s3685,350,6817,429
s29810,351,3158,219
s67692,352,8060,168
s56865,353,8724,187
s41997,354,5588,80
s39721,355,9209,480
s46986,356,5006,220
s23055,357,941,224
s42986,358,6296,59
s25276,359,3546,497
s53327,360,3560,359
s41825,361,7065,204
s30245,362,5587,72
s61089,363,123,454
s35129,364,7426,326
s36781,365,358,81
s60063,366,7307,188
s17431,367,7329,425
s7164,368,7311,116
s53754,369,1074,331
s38249,370,8752,357
s3187,371,4432,490
s21512,372,1378,165
s23946,373,1349,372
s28431,374,5560,355
s50303,375,987,150
s54242,376,197,490
s11658,377,2711,317
s48020,378,3109,456
s63223,379,2113,60
s35236,380,3271,468
s16041,381,4268,480
s14706,382,7555,213
s32129,383,7945,402
s39492,384,8905,497
s61024,385,7324,358
s32473,386,6041,483
s2390,387,6669,74
s3432,388,4747,192
s26175,389,8818,201
s20477,390,2123,107
s41210,391,8473,215
s60817,392,8421,153
s53530,393,8207,75
s12269,394,9237,259
s3816,395,2105,234
s10178,396,8736,160
s32001,397,4219,52
s48323,398,3845,102
s42675,399,4674,191
s9061,400,7221,172
s56365,401,139,310
s16677,402,4378,476
s3581,403,3276,134
s63505,404,4901,478
s33189,405,8161,79
s40293,406,1933,362
s31182,407,4926,490
s57075,408,5315,272
s41608,409,455,65
s60093,410,1116,189
s41291,411,1666,376
s69662,412,6064,447
s58674,413,2821,180
s23785,414,8029,273
s65075,415,6696,266
s25689,416,9057,310
s30472,417,5910,213
s16102,418,4960,93
s11819,419,6845,84
s48537,420,5437,53
s26645,421,6356,339
s8581,422,2592,331
s18766,423,9557,405
s34139,424,6627,240
s31221,425,3044,138
s51991,426,2641,335
s14269,427,4326,451
s19482,428,8330,486
s65431,429,2261,138
s65115,430,3401,406
s6849,431,7489,280
s3500,432,9209,351
s4270,433,9522,323
s3603,434,8543,169
s55834,435,9133,82
s38548,436,5280,296
s1685,437,5898,354
s69036,438,6532,67
s30344,439,8991,424
s12720,440,1892,416
s66721,441,1294,402
s23085,442,2339,445
s7509,443,2115,304
s5173,444,2264,161
s34482,445,3156,426
s23936,446,1826,152
s57017,447,9263,479
s35624,448,3349,484
s28842,449,270,171
s32830,450,7247,223
s50362,451,2785,167
s17045,452,131,186
s29010,453,9730,459
s58051,454,5549,213
s28736,455,360,248
s11834,456,3614,306
s54434,457,4513,404
s47025,458,6670,401
s5637,459,6091,333
s17360,460,9429,165
s2108,461,1653,88
s12578,462,7436,114
s62446,463,1959,473
s38697,464,4954,348
s48155,465,8236,80
s38438,466,7118,209
s34912,467,6894,168
s50272,468,245,205
s54883,469,5026,439
s3003,470,7681,292
s45066,471,6469,264
s45742,472,3094,337
s13447,473,5816,198
s58526,474,3159,137
s30276,475,7724,196
s5176,476,3788,363
s29466,477,6040,276
s1403,478,8560,455
s29692,479,7908,318
s3727,480,5632,189
s23536,481,1422,213
s2654,482,4280,247
s52737,483,3920,151
s31365,484,9284,391
s39903,485,8092,461
s57720,486,3448,270
s40432,487,1850,122
s49090,488,1881,58
s38472,489,9249,320
s2388,490,8486,89
s20097,491,1895,309
s25992,492,4270,141
s66161,493,3205,259
s52621,494,8293,289
s28403,495,7868,201
s35402,496,7389,436
s65637,497,1090,67
s8313,498,1303,264
s52809,499,1397,281
s14259,500,9306,469
s69133,501,7031,278
s25266,502,3450,117
s11224,503,9807,302
s24237,504,6684,189
s37599,505,4877,375
s21603,506,9594,365
s29340,507,1579,189
s44721,508,8066,411
s43497,509,8628,200
s30399,510,7314,243
s52544,511,2603,61
s39849,512,6472,433
s3690,513,4520,319
s33117,514,9042,180
s22775,515,7741,179
s35142,516,1669,385
s24492,517,6250,179
s54436,518,2443,473
s5710,519,6076,332
s11543,520,8498,300
s42363,521,1407,195
s36033,522,8628,243
s48653,523,2561,445
s35535,524,9286,305
s24197,525,962,275
s67301,526,7305,379
s34433,527,2151,419
s6197,528,1287,452
s28784,529,8870,228
s60903,530,9279,242
s47973,531,1090,309
s3337,532,7227,91
s21122,533,7895,294
s65325,534,175,227
s23581,535,7338,325
s24919,536,2000,76
s66137,537,703,129
s136,538,2018,163
s50219,539,3856,175
s12710,540,5579,417
s58609,541,2815,103
s11928,542,1510,292
s5367,543,1223,106
s9567,544,4986,333
s29118,545,6401,314
s810,546,1570,243
s64484,547,3174,246
s20939,548,2901,386
s28716,549,9645,403
s816,550,2613,370
s3521,551,8826,81
s48731,552,4833,143
s64551,553,5408,347
s22136,554,5951,144
s65579,555,6008,390
s12535,556,3559,175
s29979,557,2651,384
s68612,558,6713,53
s49002,559,8529,340
s43762,560,953,474
s67826,561,5247,53
s3324,562,2664,462
s36296,563,2781,485
s40338,564,6989,382
s34003,565,5445,415
s10529,566,5975,226
s48515,567,7927,57
s51711,568,2699,75
s54235,569,9191,185
s17727,570,5787,245
s62684,571,2172,353
s3899,572,3319,465
s31916,573,1393,87
s17526,574,1892,372
s68357,575,5872,460
s30161,576,8117,458
s4716,577,5160,352
s43411,578,7441,54
s49299,579,774,465
s42463,580,6431,108
s66084,581,8867,323
s28636,582,4459,57
s25694,583,2251,405
s13696,584,6314,307
s62211,585,1018,327
s51466,586,4464,306
s46704,587,4368,374
s51059,588,137,80
s29653,589,4412,499
s30110,590,9126,227
s13335,591,8111,202
s59028,592,3297,65
s41070,593,7177,282
s34521,594,1825,181
s14697,595,5349,394
s59547,596,574,181
s92,597,7779,325
s1823,598,4290,224
s42332,599,4383,182
s53327,600,530,364
s1118,601,131,71
s44752,602,514,252
s38645,603,508,235
s13010,604,1814,292
s8023,605,6362,233
s42673,606,8480,414
s54542,607,1462,380
s39225,608,9049,213
s4197,609,1876,130
s16915,610,6561,444
s46766,611,5606,480
s29049,612,7126,81
s10303,613,8207,130
s18987,614,613,421
s35757,615,3535,81
s20517,616,9836,335
s15660,617,3377,212
s32163,618,2911,283
s23930,619,6669,315
s15101,620,1475,197
s42400,621,5486,483
s69854,622,2354,401
s62767,623,5211,458
s20918,624,2979,349
s39113,625,6511,215
s58382,626,1526,87
s63479,627,240,262
s43621,628,332,467
s38463,629,454,366
s62641,630,9052,104
s13359,631,6267,237
s11725,632,1045,409
s4760,633,5847,463
s3261,634,8178,96
s59324,635,1056,58
s24507,636,7909,224
s53475,637,7606,475
s28958,638,1408,50
s34348,639,1051,498
s61540,640,9096,241
s39194,641,8907,60
s33540,642,9243,270
s42298,643,8557,87
s11161,644,7381,471
s59685,645,2639,334
s18760,646,5142,184
s41534,647,740,368
s31519,648,6968,224
s37700,649,5216,399
s45751,650,9981,432
s896,651,4234,230
s3807,652,8609,417
s29299,653,7334,270
s7436,654,8718,92
s42160,655,6983,341
s15966,656,8322,303
s55004,657,1783,454
s34448,658,9553,295
s37012,659,468,200
s9847,660,9368,135
s36505,661,5770,369
s52643,662,6529,238
s55607,663,2897,82
s11349,664,3442,218
s58365,665,6050,273
s68748,666,6290,132
s39006,667,3577,223
s11146,668,9358,208
s62042,669,7239,130
s40859,670,8835,466
s2559,671,4528,156
s8620,672,471,480
s61185,673,3600,253
s20175,674,7474,180
s48251,675,9227,273
s55970,676,1444,273
s93,677,5313,466
s1683,678,6583,214
s7492,679,5043,232
s64929,680,5145,233
s26160,681,675,121
s39126,682,8823,240
s57645,683,7104,274
s22372,684,2185,323
s29769,685,439,127
s2781,686,4626,291
s11825,687,4979,401
s67132,688,6152,67
s63334,689,1749,345
s14458,690,5182,375
s64761,691,5654,201
s41034,692,5156,396
s16976,693,5122,316
s14607,694,4410,195
s51809,695,1172,377
s35789,696,8332,95
s22329,697,9200,361
s20467,698,4347,253
s37565,699,1129,403
s17693,700,3647,359
s43570,701,3573,57
s55578,702,5338,61
s43886,703,619,260
s24258,704,2085,489
s56500,705,302,230
s58910,706,9397,286
s6457,707,6247,239
s33248,708,3988,83
s14206,709,4927,110
s1364,710,7890,168
s62147,711,4336,353
s46399,712,4863,406
s2084,713,7760,469
s61919,714,5330,67
s26396,715,9751,388
s42091,716,2011,251
s44244,717,3761,271
s4399,718,9819,85
s36263,719,9192,276
s58730,720,8411,207
s43981,721,6318,74
s5424,722,9502,263
s7881,723,6086,197
s58032,724,3893,81
s55837,725,3545,405
s46700,726,1883,179
s4127,727,6285,349
s56840,728,3959,341
s29739,729,5706,471
s51726,730,9610,442
s60872,731,2166,82
s37606,732,5508,347
s19588,733,5778,490
s68194,734,3061,369
s48302,735,800,422
s48257,736,5751,197
s44158,737,9633,77
s49733,738,2005,200
s59212,739,6294,130
s19883,740,6267,144
s25134,741,8109,412
s19582,742,3431,97
s7647,743,1447,249
s31750,744,4169,316
s17217,745,6588,439
s44244,746,8947,274
s10107,747,7339,115
s9817,748,3967,365
s50526,749,1146,73
s22085,750,3170,475
s36747,751,6330,89
s47592,752,5128,190
s68706,753,1639,57
s43387,754,5357,286
s51051,755,3967,416
s3103,756,6594,183
s15908,757,6332,219
s44212,758,2720,393
s35687,759,3417,344
s61560,760,9468,222
s20431,761,5056,176
s23670,762,6059,264
s60672,763,6632,407
s7900,764,796,367
s6608,765,8365,70
s5691,766,6707,206
s45555,767,8912,211
s8258,768,6120,79
s29319,769,4314,489
s51535,770,6850,353
s6323,771,9638,319
s63405,772,1461,200
s34647,773,5099,201
s43542,774,4738,220
s45623,775,3711,345
s45851,776,749,228
s42836,777,4648,237
s66940,778,7565,335
s16219,779,3247,466
s556,780,537,438
s49972,781,3689,346
s36344,782,5068,473
s49479,783,7639,290
s48369,784,3855,131
s39403,785,6459,184
s59619,786,3783,250
s26724,787,1776,429
s1576,788,5847,439
s53267,789,6978,392
s35500,790,8024,73
s28470,791,5304,79
s23521,792,8032,222
s39195,793,8936,412
s64616,794,7619,253
s8415,795,8303,305
s67858,796,7561,315
s34995,797,6788,404
s453,798,1706,188
s35907,799,6516,105
s2117,800,4661,321
s57414,801,8972,200
s54638,802,3082,196
s43568,803,1884,452
s33773,804,3981,320
s1900,805,8769,99
s21359,806,9040,450
s22944,807,5015,246
s827,808,7474,57
s6306,809,1153,363
s67681,810,6619,316
s52280,811,8675,373
s66853,812,5115,369
s23505,813,9952,134
s20910,814,4631,76
s35646,815,5361,293
s66992,816,9943,251
s55179,817,1135,216
s36316,818,2568,464
s60961,819,737,365
s42244,820,8930,407
s6142,821,5016,238
s35555,822,5932,404
s515,823,335,303
s19053,824,1017,228
s48896,825,4725,341
s64314,826,7442,314
s18517,827,6976,484
s40125,828,2016,434
s44399,829,4470,186
s44826,830,8776,358
s19815,831,5115,93
s47612,832,2428,376
s64238,833,5796,412
s10156,834,9857,485
s66726,835,7413,381
s18102,836,3243,471
s8859,837,1309,68
s30034,838,4555,427
s4161,839,6827,136
s41100,840,2928,312
s4726,841,4940,445
s52028,842,6043,236
s6276,843,2539,201
s32440,844,5748,310
s18236,845,3881,213
s27024,846,4869,389
s39790,847,3778,356
s65131,848,8001,247
s55960,849,5779,156
s67779,850,8221,328
s19294,851,9651,343
s31346,852,167,389
s56755,853,1540,204
s54454,854,5871,199
s68343,855,9872,340
s1792,856,3130,324
s14211,857,529,469
s10839,858,9342,276
s34411,859,3581,220
s12084,860,9516,321
s22830,861,5762,102
s42759,862,8921,334
s48258,863,3414,457
s62795,864,9728,327
s7528,865,1968,493
s27839,866,4826,280
s40643,867,4848,355
s68274,868,3322,167
s60670,869,199,416
s44634,870,2675,278
s57415,871,9026,366
s24649,872,3761,269
s13915,873,113,373
s1723,874,9416,152
s21965,875,2127,284
s58262,876,1154,302
s55308,877,456,188
s26424,878,1580,307
s19889,879,3272,497
s7273,880,2541,261
s67375,881,3525,282
s63903,882,5629,332
s1044,883,3187,402
s43207,884,7426,202
s20846,885,3961,427
s50084,886,1094,243
s35790,887,6487,395
s27838,888,7030,465
s66550,889,5117,319
s7941,890,3310,65
s37331,891,5842,161
s15126,892,275,54
s62077,893,4400,143
s34368,894,1115,421
s39234,895,6930,319
s7747,896,8919,300
s52337,897,5913,244
s386,898,3077,101
s2010,899,3915,108
s67429,900,1578,359
s41567,901,2795,321
s24931,902,2404,216
s44279,903,1044,463
s8963,904,2219,127
s35878,905,6370,123
s21841,906,1488,52
s15419,907,5356,448
s64580,908,4058,359
s52107,909,7729,381
s2920,910,1188,172
s47294,911,4370,413
s18721,912,2311,250
s33735,913,3548,386
s64365,914,3942,246
s25605,915,5552,97
s12455,916,3056,62
s28334,917,9374,74
s57802,918,5357,75
s47360,919,5283,323
s28262,920,6269,94
s63017,921,5633,473
s9319,922,8159,210
s40661,923,1868,67
s22736,924,3380,98
s17661,925,6357,290
s28068,926,5521,218
s65030,927,7569,265
s57197,928,8274,422
s55216,929,1231,269
s8728,930,4635,447
s54545,931,5664,63
s22588,932,1767,80
s10246,933,7330,224
s64659,934,4754,483
s14488,935,907,384
s15542,936,4748,493
s15935,937,8195,102
s10360,938,8248,150
s64459,939,5015,170
s54910,940,9613,259
s8394,941,9407,309
s11982,942,4106,75
s44225,943,6003,193
s17935,944,6408,328
s59085,945,424,474
s1781,946,8958,215
s61343,947,4140,57
s44257,948,2946,313
s9483,949,3966,265
s31969,950,3228,485
s45659,951,517,83
s123,952,227,496
s38746,953,310,473
s42503,954,5787,304
s46643,955,4064,302
s2279,956,1924,391
s472,957,2103,220
s20473,958,4702,51
s58176,959,2156,101
s13290,960,5487,168
s39637,961,6781,106
s8384,962,4305,403
s66909,963,2531,84
s26653,964,354,412
s26794,965,5959,243
s37231,966,9096,309
s53189,967,830,488
s37531,968,5811,463
s65626,969,7016,399
s58721,970,2358,269
s31663,971,2705,188
s46242,972,4320,412
s25574,973,5587,106
s8873,974,4112,484
s883,975,8458,94
s58658,976,2740,370
s68903,977,4266,244
s16905,978,7821,492
s2066,979,8063,87
s29608,980,811,432
s5952,981,7148,299
s62873,982,3302,104
s19351,983,6660,266
s32375,984,8229,434
s63951,985,4707,230
s25078,986,7892,250
s28898,987,392,124
s57565,988,633,111
s28496,989,2504,358
s53974,990,6123,135
s53630,991,3070,74
s66079,992,1335,201
s6693,993,8869,331
s67804,994,3012,160
s63303,995,4408,249
s28133,996,6445,297
s37818,997,275,274
s30149,998,3072,93
s35295,999,2345,221
s68082,1000,410,245
s50578,1001,9141,75
s39814,1002,380,295
s10285,1003,7152,390
s63431,1004,8801,278
s998,1005,7823,388
s23737,1006,8786,440
s37460,1007,7854,164
s10175,1008,9538,324
s53464,1009,6445,100
s48821,1010,8822,493
s68259,1011,9302,292
s13151,1012,7617,119
s56680,1013,4446,359
s68327,1014,5804,458
s30254,1015,4509,194
s1124,1016,5949,222
s41476,1017,6374,466
s43081,1018,7114,255
s22766,1019,6259,77
s25476,1020,1400,467
s53255,1021,7377,189
s24180,1022,8588,120
s48215,1023,6589,474
s65941,1024,5703,384
s36985,1025,476,314
s41949,1026,5844,193
s59480,1027,6287,323
s64175,1028,8971,153
s49370,1029,5424,301
s40515,1030,9650,281
s26525,1031,1080,158
s68404,1032,4635,460
s57076,1033,293,399
s69882,1034,5301,152
s9210,1035,1595,218
s3168,1036,5585,86
s35331,1037,5949,397
s60292,1038,3725,86
s32984,1039,1803,258
s42695,1040,3453,133
s64941,1041,4524,484
s51646,1042,5685,324
s54250,1043,480,181
s52169,1044,4801,187
s16463,1045,3603,309
s2236,1046,9915,485
s66588,1047,3441,480
s55307,1048,8071,430
s12724,1049,1301,63
s58008,1050,4544,257
s48352,1051,3226,484
s62514,1052,9285,496
s69501,1053,699,143
s30808,1054,1814,56
s68380,1055,5698,411
s41317,1056,9144,364
s52648,1057,2469,212
s36960,1058,8138,170
s1022,1059,5348,357
s34168,1060,7086,368
s17875,1061,1064,67
s31645,1062,943,190
s22528,1063,487,228
s68593,1064,1341,361
s38910,1065,1520,200
s40168,1066,9577,405
s41063,1067,9843,96
s36429,1068,9482,149
s39830,1069,1613,158
s63705,1070,8002,167
s45209,1071,417,438
s49530,1072,3018,240
s33521,1073,4957,312
s41558,1074,8029,82
s14088,1075,8716,188
s64708,1076,6358,267
s16855,1077,5326,80
s41029,1078,9951,425
s21858,1079,2411,180
s67600,1080,4401,456
s39059,1081,3476,315
s14926,1082,6878,194
s13455,1083,8446,93
s568,1084,4435,369
s46293,1085,6185,327
s50895,1086,4596,393
s6288,1087,9001,475
s46269,1088,6581,484
s63207,1089,5276,303
s59448,1090,3693,389
s21272,1091,6858,157
s25768,1092,6375,146
s38252,1093,4357,79
s14763,1094,8156,103
s37740,1095,113,81
s68075,1096,3784,212
s24322,1097,783,173
s48240,1098,3172,64
s27903,1099,253,284
s18722,1100,4233,380
s62785,1101,2269,194
s38346,1102,5628,140
s27978,1103,9361,230
s60541,1104,5186,305
s46871,1105,3263,299
s8811,1106,414,366
s18533,1107,8642,337
s40088,1108,3551,336
s3948,1109,5338,145
s48158,1110,612,183
s38557,1111,7750,102
s31420,1112,1237,499
s34527,1113,4237,150
s4404,1114,3074,431
s12741,1115,4069,255
s57297,1116,6639,489
s61123,1117,9378,409
s33158,1118,2399,265
s38085,1119,8109,271
s11827,1120,222,161
s23239,1121,323,81
s27709,1122,7211,310
s58416,1123,1622,340
s23289,1124,8410,381
s55632,1125,7008,146
s64097,1126,8909,141
s35224,1127,4912,334
s18907,1128,3332,230
s32494,1129,3643,113
s14508,1130,9689,162
s63189,1131,5228,464
s29989,1132,9836,461
s41035,1133,9867,62
s45588,1134,6815,111
s55887,1135,9506,268
s4519,1136,818,163
s35940,1137,2530,293
s19272,1138,6572,320
s14413,1139,6619,110
s69631,1140,9815,413
s14982,1141,8659,81
s55709,1142,8844,158
s3872,1143,8581,487
s36177,1144,3412,491
s31254,1145,8439,280
s40851,1146,7235,184
s54812,1147,5703,423
s27153,1148,1764,428
s34457,1149,4021,250
s63719,1150,4296,140
s35823,1151,9940,360
s65086,1152,7709,418
s58236,1153,9208,113
s7392,1154,6497,258
s8423,1155,8042,81
s67293,1156,4625,498
s21355,1157,9167,457
s38105,1158,8870,266
s12194,1159,8435,279
s2394,1160,6068,299
s51873,1161,6203,283
s33218,1162,9238,64
s60000,1163,3467,320
s47094,1164,9034,113
s46709,1165,4244,316
s52131,1166,8808,448
s19937,1167,1892,162
s18143,1168,4158,51
s57467,1169,7801,399
s58286,1170,5133,403
s42960,1171,1204,270
s54098,1172,3625,410
s18836,1173,2441,206
s60537,1174,6021,166
s59682,1175,3656,92
s24417,1176,4481,498
s1521,1177,5444,388
s18646,1178,5319,325
s27373,1179,5984,142
s37712,1180,9758,118
s38219,1181,4959,335
s37314,1182,8195,220
s50236,1183,9306,297
s54604,1184,8778,297
s23042,1185,503,198
s57233,1186,9987,209
s3897,1187,7956,312
s57368,1188,4803,320
s13745,1189,4800,459
s16656,1190,2834,174
s63438,1191,9974,279
s63686,1192,8068,120
s33176,1193,9479,312
s15446,1194,4217,168
s9378,1195,8797,410
s35099,1196,9106,323
s55684,1197,1468,274
s31261,1198,4431,303
s18825,1199,5123,147
s35988,1200,5951,69
s38888,1201,9007,262
s61215,1202,7059,392
s57480,1203,8914,323
s37423,1204,6376,75
s69463,1205,8391,372
s62057,1206,674,101
s8779,1207,911,284
s17525,1208,2392,107
s48213,1209,7209,242
s54301,1210,398,398
s31544,1211,6308,207
s53763,1212,9360,274
s31022,1213,7081,355
s31043,1214,7116,154
s44803,1215,6995,245
s21191,1216,1063,424
s64310,1217,5646,130
s45386,1218,4648,411
s303,1219,4042,477
s11665,1220,8882,189
s59217,1221,5636,393
s50322,1222,9261,428
s39731,1223,226,426
s174,1224,4016,210
s47033,1225,7346,491
s66281,1226,2820,332
s15727,1227,5389,65
s17167,1228,3821,475
s51227,1229,8581,183
s7018,1230,7018,77
s69659,1231,746,262
s14700,1232,2076,358
s69586,1233,1628,338
s35142,1234,7871,387
s25902,1235,2898,112
s61308,1236,8434,331
s65753,1237,2555,189
s61686,1238,6533,291
s62573,1239,1462,221
s51740,1240,1276,320
s45235,1241,3694,495
s46719,1242,4403,475
s66911,1243,4020,380
s23976,1244,590,76
s12064,1245,7882,301
s22887,1246,5337,437
s18748,1247,8750,243
s27364,1248,2097,340
s62050,1249,6486,123
s54698,1250,8406,442
s17278,1251,7678,149
s2621,1252,5415,91
s66877,1253,9837,332
s38315,1254,3009,91
s54225,1255,4578,472
s7203,1256,4518,133
s5085,1257,7395,168
s40729,1258,8091,344
