stocksymbol,time,quantity,price
s63134,162,2397,390
s7414,163,5450,236
s28856,164,9091,304
s51526,165,863,55
s52509,166,7336,286
s26632,167,6213,295
s58430,168,8688,486
s37450,169,8782,219
s36344,170,5608,452
s9856,171,2291,446
s57556,172,142,266
s28705,173,8197,211
s46938,174,3320,429
s35342,175,9013,347
s21126,176,6117,421
s69309,177,6246,382
s5556,178,7460,141
s13700,179,6065,194
s39640,180,3602,238
s40065,181,9690,403
s7058,182,3939,203
s22160,183,6404,454
s22753,184,598,193
s23601,185,7162,486
s54008,186,1433,245
s62465,187,165,179
s63907,188,6144,178
s16739,189,9779,291
s1897,190,3315,298
s42969,191,5436,410
s644,192,1414,400
s58895,193,3645,307
s66586,194,8360,401
s25121,195,991,485
s44429,196,1345,151
s45565,197,3347,460
s5807,198,6970,73
s63394,199,5885,170
s59284,200,1520,106
s41583,201,9550,155
s40929,202,6688,185
s48238,203,9395,307
s23307,204,1632,303
s24750,205,1372,375
s68028,206,8758,358
s47195,207,3756,325
s13305,208,2563,148
s58495,209,3382,65
s51847,210,8343,152
s3249,211,1925,297
s13889,212,311,188
s8323,213,1390,64
s51159,214,627,161
s43639,215,4885,428
s11660,216,959,284
s67358,217,9085,335
s5543,218,4762,437
s19976,219,9473,480
s35518,220,453,371
s62085,221,7864,457
s18819,222,1131,353
s46360,223,4800,153
s47277,224,1101,270
s51863,225,4905,362
s45434,226,9353,83
s64160,227,1902,280
s59329,228,5661,449
s49729,229,280,218
s52709,230,4499,225
s29399,231,8516,463
s33115,232,7008,335
s35220,233,4399,489
s61902,234,2724,253
s44920,235,3354,454
s66410,236,3615,288
s49840,237,3808,190
s7910,238,2882,259
s52033,239,4444,88
s13807,240,7688,281
s24340,241,696,383
s24239,242,2774,143
s49688,243,9092,389
s47867,244,7782,300
s20553,245,4334,144
s29537,246,5110,321
s6383,247,8369,113
s11831,248,354,319
s15721,249,9054,302
s38381,250,1452,317
s19025,251,3683,450
s16665,252,9508,492
s60159,253,9130,273
s54652,254,7294,174
s24367,255,9333,366
s28316,256,1657,179
s69417,257,7285,476
s27226,258,8584,184
s53758,259,3018,305
s69204,260,5346,452
s52715,261,7712,479
s69619,262,8469,263
s58828,263,5043,407
s33500,264,1940,101
s58781,265,7652,166
s59036,266,7664,219
s12297,267,250,387
s56483,268,7102,314
s41992,269,8268,375
s68987,270,9519,441
s4264,271,8324,448
s56266,272,3288,311
s10586,273,7635,380
s49423,274,1407,239
s20391,275,7830,500
s44759,276,7661,229
s20000,277,3871,217
s18972,278,4696,249
s46088,279,6365,423
s41216,280,4242,284
s12910,281,1619,144
s64543,282,7842,364
s42583,283,6473,388
s7586,284,3248,487
s61457,285,2150,206
s7419,286,2905,410
s27114,287,3155,167
s18928,288,7350,54
s11984,289,6994,247
s2233,290,9583,194
s44206,291,3655,325
s16200,292,7684,279
s67102,293,3264,194
s64311,294,380,396
s63143,295,8027,494
s57834,296,9229,241
s15742,297,8675,76
s45199,298,7732,242
s63162,299,7105,157
s55283,300,7225,141
s24605,301,1199,301
s17306,302,828,254
s29498,303,7822,70
s12328,304,8248,106
s44383,305,4653,243
s41399,306,3887,156
s8615,307,4202,167
s3195,308,5074,395
s66211,309,3439,262
s63800,310,425,452
s66715,311,3844,64
s60943,312,3436,424
s54812,313,9995,418
s49082,314,5690,270
s39517,315,4624,156
s41113,316,175,128
s61299,317,7714,284
s47771,318,5246,89
s37137,319,4919,206
s6665,320,9690,295
s3528,321,7904,232
s23913,322,9151,446
s44545,323,5238,429
s29694,324,1668,423
s68707,325,9734,409
s69478,326,7880,220
s54065,327,825,157
s12652,328,7455,429
s1040,329,4003,499
s53805,330,670,484
s5101,331,5989,433
s40096,332,2435,198
s14615,333,1112,87
s4404,334,427,387
s27755,335,5099,346
s45568,336,8609,267
s45037,337,7823,416
s24720,338,1440,284
s40649,339,3802,278
s19107,340,523,59
s9777,341,9334,168
s61122,342,511,255
s44144,343,3688,209
s12337,344,8261,368
s21457,345,3983,438
s62979,346,4681,425
s63513,347,311,244
s23744,348,7057,470
s50991,349,5996,172
s58850,350,622,229
s68669,351,5120,341
s44553,352,4850,497
s19269,353,3398,234
s58811,354,4866,97
s60706,355,4485,391
s60619,356,9404,494
s6035,357,7833,355
s12754,358,3079,61
s42246,359,8542,356
s5270,360,9613,66
s46105,361,2310,206
s57259,362,5870,234
s5657,363,1678,94
s18863,364,3965,330
s52314,365,8875,71
s51492,366,9585,197
s21672,367,9164,95
s67043,368,2902,236
s54568,369,8941,121
s36473,370,2026,93
s15438,371,312,94
s5455,372,2716,376
s21707,373,1197,175
s44756,374,273,485
s52310,375,7042,106
s22137,376,1356,122
s44473,377,1721,344
s68272,378,6742,79
s28693,379,4213,241
s5947,380,1670,357
s67032,381,4848,270
s39313,382,704,183
s36913,383,3298,454
s42593,384,4761,481
s19619,385,7582,452
s47127,386,7963,137
s3293,387,7377,343
s66753,388,4864,181
s33249,389,4159,168
s56812,390,5421,262
s56270,391,1060,445
s61206,392,8945,215
s399,393,5233,217
s48737,394,6746,247
s13165,395,3441,440
s19249,396,6169,362
s39692,397,6518,158
s14272,398,4660,436
s22066,399,5475,200
s61705,400,5130,203
s32529,401,5490,349
s47284,402,333,53
s40739,403,7044,375
s964,404,9885,189
s4118,405,3832,243
s10638,406,4676,318
s51439,407,7089,52
s28982,408,7965,404
s14839,409,1453,152
s43718,410,6430,227
s22094,411,7845,348
s63601,412,4295,204
s26913,413,4653,375
s49106,414,7307,67
s35250,415,1856,278
s44256,416,1759,116
s57600,417,2793,405
s11248,418,7768,481
s7625,419,4259,485
s58569,420,2295,265
s11029,421,4240,435
s51239,422,186,100
s45487,423,9063,132
s437,424,2449,104
s34004,425,3521,367
s59312,426,6456,89
s35643,427,8801,348
s25692,428,4834,272
s58045,429,2532,396
s40795,430,2647,277
s21025,431,7561,355
s28800,432,9865,380
s44945,433,9065,362
s23586,434,2034,244
s39046,435,4467,350
s5826,436,4830,493
s21374,437,5191,218
s65975,438,901,251
s27690,439,5102,174
s52773,440,2989,268
s61534,441,6429,172
s26404,442,7382,439
s57546,443,7379,364
s64535,444,4665,121
s18389,445,2525,274
s31993,446,5565,487
s6297,447,7192,326
s51636,448,3347,64
s38305,449,8107,489
s1010,450,3087,217
s15860,451,6703,124
s14150,452,9254,160
s54316,453,1643,441
s56524,454,3223,141
s34532,455,4534,71
s51164,456,1219,340
s45625,457,7998,224
s30328,458,5184,285
s32700,459,6963,378
s20741,460,1678,416
s49158,461,6975,305
s58847,462,6063,395
s9894,463,8204,199
s28633,464,1732,468
s42646,465,2619,366
s15607,466,545,359
s38412,467,8296,413
s31748,468,1306,308
s52027,469,7528,316
s56514,470,442,294
s49545,471,4992,348
s68194,472,9349,234
s61755,473,3892,438
s46273,474,9234,317
s40250,475,5906,60
s40302,476,8376,282
s1181,477,2042,394
s4268,478,8633,108
s40969,479,6272,219
s66921,480,6672,206
s16637,481,6524,151
s17115,482,1257,74
s2813,483,7297,475
s68248,484,8104,342
s36041,485,1204,170
s44212,486,6461,469
s7859,487,5476,353
s61659,488,1315,383
s68956,489,7716,278
s59305,490,4661,114
s53084,491,9251,163
s57090,492,553,475
s36775,493,5597,113
s29691,494,9125,438
s60673,495,4959,111
s29069,496,7852,105
s30961,497,8343,421
s30698,498,4818,343
s7839,499,3533,470
s39051,500,3176,62
s49522,501,8578,239
s56624,502,7874,244
s18093,503,4488,458
s67068,504,3731,88
s29137,505,2301,179
s12459,506,3773,444
s38661,507,6913,343
s16023,508,9031,122
s8071,509,294,407
s8130,510,5760,230
s39307,511,6802,99
s15532,512,1147,356
s21391,513,8685,483
s62617,514,2678,186
s22144,515,5893,418
s13689,516,7395,64
s37635,517,4948,405
s12226,518,9187,72
s5946,519,9897,82
s574,520,2407,445
s20462,521,8118,140
s60829,522,6203,89
s59793,523,946,411
s9930,524,2854,460
s40231,525,2934,219
s11145,526,5521,243
s32094,527,6707,474
s24330,528,4759,133
s12259,529,3829,331
s54004,530,9314,459
s54867,531,3886,405
s28583,532,9890,315
s44235,533,2685,455
s11826,534,4499,473
s39749,535,2397,394
s36097,536,1609,248
s24099,537,9372,104
s17101,538,7837,216
s18136,539,4112,390
s50875,540,5409,278
s9573,541,4891,321
s38946,542,2781,263
s20546,543,9065,349
s65801,544,1777,196
s1931,545,5941,170
s57758,546,2034,235
s67827,547,2822,259
s52252,548,7361,78
s7832,549,3937,75
s55819,550,8563,186
s68678,551,3337,62
s59161,552,3487,405
s8864,553,5649,391
s49315,554,801,134
s21124,555,9124,180
s13868,556,2041,81
s66296,557,5849,326
s49557,558,4204,442
s56782,559,1965,186
s59099,560,8322,53
s36854,561,6370,347
s63258,562,9959,451
s50424,563,5490,310
s30517,564,1969,89
s51318,565,9407,314
s47704,566,1740,63
s35123,567,6968,107
s48768,568,757,185
s1048,569,4802,94
s4483,570,2993,198
s30146,571,8391,457
s51900,572,5777,295
s47671,573,5671,226
s14649,574,3959,143
s27630,575,8362,368
s31231,576,1590,172
s19972,577,1343,484
s17909,578,7122,77
s41991,579,2654,394
s57748,580,4386,473
s21602,581,8879,442
s4147,582,5330,395
s59274,583,7449,382
s2038,584,6427,259
s5764,585,7572,61
s23870,586,8296,129
s36340,587,5205,203
s14687,588,5660,76
s8455,589,3314,404
s14983,590,5744,227
s64190,591,4675,258
s7337,592,1218,258
s65147,593,8542,202
s38188,594,720,119
s2181,595,9072,212
s14348,596,5092,138
s68783,597,9064,312
s25229,598,8164,442
s16883,599,7856,223
s60824,600,6677,294
s4567,601,1627,434
s54454,602,5726,67
s66976,603,7685,399
s28053,604,3745,444
s23843,605,6469,94
s56360,606,9877,151
s47371,607,2927,302
s45030,608,4494,105
s15651,609,2809,401
s25473,610,2668,336
s38722,611,9153,111
s16450,612,6841,334
s22192,613,7867,165
s58786,614,4343,295
s38116,615,5129,348
s33878,616,9880,221
s16653,617,6827,311
s41845,618,2338,352
s57046,619,1334,358
s63890,620,3768,494
s49016,621,4779,443
s65051,622,4823,148
s68578,623,6908,271
s38058,624,5033,494
s67195,625,1254,269
s67773,626,6274,363
s36348,627,1836,193
s6575,628,8792,202
s18898,629,974,349
s32922,630,9412,104
s33731,631,4288,280
s5233,632,2954,179
s11650,633,8152,285
s28905,634,2131,102
s4616,635,951,138
s17175,636,7351,204
s15309,637,8635,230
s22313,638,9486,242
s57533,639,2527,325
s24106,640,5127,83
s68542,641,3680,218
s55047,642,1252,153
s44849,643,5957,299
s69520,644,1780,201
s56757,645,6394,218
s4758,646,4390,312
s17547,647,1905,304
s34986,648,5946,482
s46010,649,9791,428
s52839,650,9605,447
s59456,651,7056,184
s55770,652,5419,160
s65274,653,9077,180
s40600,654,9055,257
s17388,655,7416,161
s34119,656,4297,115
s42140,657,383,422
s46802,658,1228,194
s8796,659,6756,452
s54021,660,9858,301
s62938,661,5430,464
s6301,662,8347,64
s36548,663,7905,327
s17883,664,9885,245
s17022,665,2344,63
s59059,666,8752,412
s5878,667,3223,297
s49292,668,3796,136
s23799,669,8642,262
s39757,670,6450,471
s15992,671,1036,496
s58899,672,2081,371
s62948,673,6009,393
s59607,674,7065,282
s62652,675,5697,86
s20092,676,9502,280
s43252,677,753,100
s12082,678,416,385
s31902,679,9723,287
s6603,680,8215,375
s44607,681,526,264
s18479,682,7900,310
s58357,683,6818,145
s65898,684,9324,309
s53313,685,7664,449
s3834,686,1086,166
s27619,687,142,358
s9266,688,8551,413
s16951,689,3084,209
s40236,690,2588,184
s63946,691,4472,233
s27953,692,8727,401
s12555,693,9442,408
s68371,694,3750,481
s62039,695,6144,327
s63393,696,4576,200
s33748,697,7066,137
s56460,698,8877,493
s66819,699,2432,51
s37953,700,8541,155
s39948,701,4072,241
s66531,702,1282,293
s69955,703,9514,234
s29084,704,923,133
s49731,705,4385,416
s67674,706,6723,232
s56780,707,5187,344
s43930,708,1263,354
s11153,709,4602,298
s10929,710,7111,86
s35381,711,3022,206
s53857,712,9905,242
s41702,713,4226,427
s65325,714,6776,229
s14716,715,8946,92
s61101,716,9405,368
s38717,717,3515,83
s41207,718,4816,380
s7690,719,9027,410
s49125,720,1512,493
s49966,721,3618,442
s35352,722,2079,498
s9905,723,2159,322
s57806,724,4861,81
s41615,725,2669,73
s47549,726,5962,354
s1691,727,3327,371
s64172,728,4510,132
s24374,729,5977,158
s20310,730,2064,240
s63473,731,9695,143
s30843,732,9953,176
s61904,733,5846,265
s46568,734,4413,400
s63806,735,7699,194
s8606,736,7820,130
s27406,737,4003,170
s13437,738,199,281
s28386,739,1098,346
s14583,740,2911,385
s9063,741,9828,185
s29751,742,3129,476
s4450,743,6502,115
s60878,744,174,120
s37380,745,8041,180
s9275,746,8872,141
s67700,747,8595,204
s22792,748,2194,304
s5460,749,3737,74
s3107,750,738,304
s49151,751,1857,479
s3489,752,6983,72
s54147,753,7905,462
s20381,754,4819,296
s17603,755,1419,232
s39177,756,9599,267
s45026,757,5648,420
s2132,758,1170,403
s65943,759,6713,346
s63411,760,9207,337
s35761,761,2414,140
s479,762,1580,126
s31702,763,2182,71
s8337,764,6888,237
s15768,765,4789,88
s9360,766,7938,142
s69618,767,8256,355
s27263,768,9714,58
s12573,769,7510,145
s40525,770,3604,440
s17413,771,9773,61
s34347,772,7482,472
s19599,773,5651,188
s29672,774,3147,414
s36162,775,8957,341
s16681,776,7255,87
s46977,777,5488,343
s46238,778,7204,68
s21379,779,3700,246
s21224,780,597,284
s24075,781,8564,94
s31139,782,6699,449
s15043,783,9007,211
s31200,784,5514,235
s10047,785,4917,118
s13962,786,8735,54
s28302,787,210,475
s58156,788,5692,358
s65168,789,6100,453
s69932,790,9021,255
s35907,791,5291,432
s31797,792,6870,379
s36712,793,8510,141
s6971,794,5729,446
s4921,795,2555,293
s66984,796,5175,415
s65979,797,1733,262
s44230,798,6316,268
s46443,799,7091,357
s13941,800,9393,326
s37358,801,6493,119
s32595,802,468,216
s47057,803,1649,290
s35139,804,7960,74
s13958,805,1371,356
s12968,806,7439,476
s10202,807,4692,462
s34143,808,6316,273
s48295,809,1164,348
s36800,810,2594,105
s29228,811,5816,324
s13581,812,1703,483
s21422,813,1160,405
s20026,814,5601,60
s28852,815,1657,385
s53221,816,7295,432
s25655,817,9656,244
s52696,818,3303,410
s240,819,898,423
s6931,820,6930,93
s50766,821,1856,258
s14739,822,8515,378
s36084,823,4511,457
s46624,824,528,187
s46589,825,9292,231
s60231,826,7446,236
s16032,827,7059,309
s39937,828,6374,441
s34536,829,2414,462
s33433,830,882,316
s13871,831,3729,174
s56496,832,1203,210
s44746,833,6012,263
s31437,834,7197,428
s9248,835,4674,476
s57543,836,9061,80
s3807,837,7830,463
s68942,838,2602,383
s2702,839,5856,217
s40430,840,9523,94
s52419,841,9587,493
s50725,842,1326,465
s8203,843,8766,95
s8112,844,2120,149
s15511,845,8566,398
s64670,846,8678,131
s65823,847,8975,307
s6934,848,2966,363
s24452,849,8703,316
s7713,850,3210,216
s65508,851,4168,453
s42894,852,725,405
s33029,853,1689,298
s30617,854,2985,267
s5897,855,477,333
s32550,856,7942,396
s38047,857,7572,328
s57497,858,167,472
s68325,859,1574,322
s47302,860,6764,412
s24223,861,4360,385
s27578,862,5593,203
s16609,863,4232,377
s60198,864,837,306
s46660,865,9740,55
s18272,866,9389,243
s69898,867,4011,61
s61392,868,4901,400
s37767,869,6215,75
s22531,870,568,250
s58604,871,2436,281
s64656,872,9268,91
s21469,873,3581,385
s2475,874,548,426
s66125,875,7250,136
s39248,876,9892,256
s60001,877,6371,392
s38995,878,6874,232
s42641,879,5854,395
s63482,880,849,447
s55723,881,1826,446
s13488,882,4058,241
s49041,883,6746,460
s36093,884,7966,122
s2417,885,811,262
s69361,886,626,83
s856,887,8965,469
s43535,888,5757,202
s27122,889,3189,223
s64188,890,3996,429
s63915,891,1166,415
s62856,892,7440,257
s69683,893,8521,327
s46754,894,3175,266
s13113,895,178,53
s49692,896,7213,415
s68729,897,6255,87
s23686,898,5914,320
s31061,899,7697,484
s29072,900,8477,85
s67450,901,6088,236
s54983,902,9763,489
s57872,903,7795,76
s66276,904,4398,220
s60273,905,9720,101
s35334,906,4089,311
s10832,907,6790,454
s41166,908,3978,474
s57445,909,2664,265
s53585,910,2165,457
s39402,911,1917,318
s62956,912,3490,269
s26624,913,846,100
s44898,914,9151,313
s609,915,205,335
s63227,916,5081,290
s26331,917,2532,101
s2948,918,7448,341
s50480,919,4739,456
s12106,920,5572,493
s37787,921,8160,155
s65306,922,8444,179
s11703,923,7158,141
s51400,924,1561,298
s42596,925,4150,371
s12202,926,6410,273
s2786,927,1036,84
s22200,928,4023,204
s69286,929,9710,265
s42770,930,1216,75
s38629,931,5696,172
s27903,932,6665,94
s36518,933,7266,223
s58684,934,3421,196
s4615,935,2683,201
s60562,936,9289,189
s50897,937,530,93
s29818,938,1737,147
s41725,939,6166,209
s3108,940,7013,465
s44616,941,1472,82
s11968,942,164,277
s1938,943,7254,254
s15917,944,6150,70
s68856,945,7360,264
s22571,946,9656,483
s21952,947,8622,152
s47646,948,1006,145
s58142,949,5102,340
s56083,950,3753,125
s49084,951,3177,377
s5970,952,4386,426
s68910,953,1536,477
s44869,954,851,81
s41218,955,5796,283
s25066,956,5558,175
s64816,957,4113,187
s35303,958,1096,364
s46144,959,1807,413
s14954,960,7019,225
s28596,961,4722,144
s63945,962,2950,350
s52238,963,3375,315
s19117,964,8630,259
s47821,965,9638,488
s40620,966,2636,95
s18521,967,4151,359
s7727,968,8206,194
s39480,969,899,311
s32240,970,8254,289
s48345,971,5796,324
s56596,972,7632,139
s50881,973,9603,96
s51397,974,458,181
s11955,975,8874,111
s20815,976,2021,194
s8786,977,3337,493
s1304,978,1909,87
s39454,979,5440,326
s4333,980,3379,454
s36592,981,4249,93
s50375,982,2090,147
s39258,983,7095,99
s30314,984,1344,340
s21132,985,7496,371
s36929,986,747,381
s48961,987,5596,61
s3503,988,8748,268
s63488,989,4099,267
s13872,990,8201,419
s39184,991,8796,215
s61476,992,8735,311
s36522,993,265,159
s19477,994,8575,230
s35187,995,7021,469
s69529,996,9130,171
s5629,997,8099,74
s63072,998,1550,449
s9960,999,1424,485
s40712,1000,6387,117
s46363,1001,406,375
s8321,1002,965,467
s55588,1003,3903,415
s44596,1004,9714,247
s19331,1005,5558,291
s2667,1006,5197,205
s32621,1007,6675,398
s16392,1008,268,306
s18914,1009,9753,170
s46393,1010,2558,346
s3661,1011,5951,304
s7439,1012,1448,60
s166,1013,759,231
s48613,1014,425,125
s27211,1015,3441,324
s894,1016,6745,497
s49721,1017,6032,455
s22118,1018,3858,115
s11980,1019,1266,325
s41999,1020,4297,496
s15400,1021,2745,127
s18832,1022,4596,328
s37363,1023,7274,494
s2110,1024,6046,300
s65702,1025,9459,201
s61436,1026,6236,451
s11882,1027,8851,442
s25349,1028,2987,175
s25113,1029,9477,111
s61600,1030,4336,459
s48582,1031,3031,242
s69241,1032,5062,488
s35987,1033,2286,75
s57547,1034,2393,252
s17030,1035,6914,202
s10257,1036,8806,400
s62857,1037,4942,224
s54017,1038,9996,395
s18036,1039,9950,264
s49077,1040,1580,84
s63300,1041,8351,390
s31744,1042,8716,202
s69394,1043,1776,464
s65428,1044,6366,314
s30995,1045,5740,333
s44899,1046,5933,54
s18892,1047,8500,268
s44621,1048,4271,172
s44161,1049,3488,361
s812,1050,5248,263
s27758,1051,4593,314
s1889,1052,5480,387
s57001,1053,3729,327
s1133,1054,2464,155
s16,1055,7812,348
s65645,1056,1874,99
s51830,1057,2572,391
s56523,1058,4862,420
s17530,1059,9568,241
s5288,1060,7163,405
s27216,1061,9099,436
s33716,1062,2608,116
s26791,1063,6455,127
s26317,1064,6197,410
s47588,1065,1285,113
s60557,1066,1881,218
s15282,1067,6928,478
s64994,1068,2660,214
s60391,1069,5048,484
s53636,1070,8162,132
s13737,1071,5778,493
s64119,1072,1565,215
s46670,1073,2240,291
s43975,1074,3858,318
s8274,1075,6064,299
s64345,1076,3793,95
s11494,1077,9264,361
s14130,1078,6814,327
s61399,1079,4646,446
s65262,1080,5741,336
s19964,1081,3855,384
s54967,1082,333,94
s43528,1083,3968,131
s2861,1084,2798,279
s64834,1085,2326,389
s7096,1086,3452,83
s68422,1087,2937,200
s804,1088,5637,232
s30773,1089,9710,68
s32452,1090,8862,254
s7737,1091,4214,493
s66026,1092,3872,439
s1830,1093,8399,247
s216,1094,5695,195
s3268,1095,5064,317
s3177,1096,4096,412
s67618,1097,4829,347
s31009,1098,2916,194
s66283,1099,3447,360
s38574,1100,4633,85
s13904,1101,8413,478
s20367,1102,2444,260
s56316,1103,5394,430
s49845,1104,5295,447
s21824,1105,698,385
s61621,1106,9401,52
s54450,1107,8360,351
s43959,1108,5197,269
s36635,1109,4570,235
s31404,1110,3849,276
s49462,1111,3908,263
s38362,1112,4600,407
s19546,1113,5920,326
s21992,1114,2956,193
s47072,1115,5010,489
s224,1116,2109,341
s42043,1117,3210,92
s32110,1118,9890,177
s32537,1119,249,401
s39677,1120,2101,371
s61067,1121,1743,177
s43247,1122,8914,350
s44408,1123,6711,190
s10616,1124,2296,62
s20909,1125,7876,161
s25056,1126,1311,375
s34904,1127,3140,183
s66873,1128,3798,180
s60159,1129,100,274
s58828,1130,7206,404
s44457,1131,5653,358
s69289,1132,2428,171
s20615,1133,4968,89
s7763,1134,9390,415
s29588,1135,5867,85
s4891,1136,2645,287
s13651,1137,9787,411
s2661,1138,7629,362
s30578,1139,1434,431
s14876,1140,2641,84
s65691,1141,3678,231
s12098,1142,8066,351
s68949,1143,1824,440
s40565,1144,4916,161
s51436,1145,1144,279
s8888,1146,6769,57
s40467,1147,2947,155
s64735,1148,1469,363
s31486,1149,2644,341
s44362,1150,6782,360
s7336,1151,9380,454
s9149,1152,1590,316
s40793,1153,8878,388
s14317,1154,9504,274
s10098,1155,2326,147
s59787,1156,7974,110
s3116,1157,6499,133
s37799,1158,7417,77
s67620,1159,945,61
s69210,1160,4632,262
s1640,1161,1047,423
s53235,1162,4605,457
s57190,1163,4946,467
s68300,1164,1637,345
s62983,1165,7660,297
s58397,1166,7312,137
s3905,1167,5744,246
s28033,1168,3301,101
s36655,1169,3158,201
s27028,1170,4703,261
s39111,1171,5458,496
s27092,1172,8718,310
s51230,1173,4713,61
s58982,1174,4108,315
s46756,1175,712,495
s61831,1176,737,130
s53434,1177,3095,216
s46546,1178,4433,138
s15232,1179,9231,336
s44176,1180,3333,315
s58261,1181,2420,245
s35853,1182,7084,186
s15700,1183,2107,450
s17811,1184,3476,244
s31236,1185,2309,274
s55843,1186,5626,204
s30859,1187,6939,92
s15686,1188,108,140
s21542,1189,3153,364
s25998,1190,6045,426
s63128,1191,6429,106
s45076,1192,8735,260
s4306,1193,1439,280
s6612,1194,8999,198
s5879,1195,3498,343
s25807,1196,8216,218
s49574,1197,6402,320
s17266,1198,6810,405
s52943,1199,4332,150
s7743,1200,6975,407
s26059,1201,2180,411
s39920,1202,7955,382
s54729,1203,8991,69
s45880,1204,393,252
s46643,1205,9002,371
s35396,1206,1607,176
s54518,1207,9492,373
s13100,1208,7505,262
s21704,1209,1747,273
s29832,1210,6099,282
s28639,1211,1206,177
s12172,1212,3749,414
s38163,1213,6891,91
s67687,1214,4042,319
s66189,1215,3826,445
s64255,1216,5553,118
s56771,1217,2156,236
s2557,1218,5563,60
s34954,1219,7756,161
s42711,1220,2663,162
s67890,1221,7764,374
s59057,1222,3434,77
s14016,1223,2318,161
s35544,1224,9637,59
s68471,1225,6720,402
s63476,1226,1553,177
s13040,1227,4777,109
s36962,1228,9286,403
s33991,1229,340,381
s43940,1230,1543,436
s25441,1231,2941,128
s59531,1232,8738,280
s67416,1233,8602,254
s49467,1234,8059,437
s24860,1235,9263,196
s43271,1236,9207,177
s48790,1237,3493,299
s30719,1238,3503,450
s66040,1239,6812,92
s42980,1240,3226,244
s246,1241,2722,203
s17858,1242,1691,406
s26275,1243,3659,143
s30317,1244,1610,242
s59690,1245,7852,86
s24069,1246,5557,110
s50446,1247,9878,364
s27846,1248,9607,207
s23684,1249,9628,140
s52870,1250,3178,68
s61002,1251,7489,324
s28747,1252,4769,454
s21714,1253,1296,293
s9755,1254,7965,311
s49341,1255,8572,120
s61168,1256,4533,168
s63219,1257,7972,471
